English,Uzbek
cloudy,bulutli
mortality,o'lim
profusion,mo'llik
fleeting,tez o'tadigan
twentieth,shinam
maturity,yetuklik
surf,shilmoq
weed,o't
phases,fazalar
overcame,yengmoq
womanhood,xotinlik
envious,hasadgo'y
tapped,tebranadigan
latent,yashirin
whiskey,viski
relatively,nisbatan
forbidding,tatib ko'rmoq
cleopatra,kleopatra
willow,tolon
mathematical,matematika
sojourn,qabih
booty,o'lja
camel,tuya
implore,yolvormoq
amateur,havaskor
morally,ma'nodor
qualifications,malaka oshirish
gasp,gaz
101,101
gliding,sirpanish
tested,sinovdan o'tgan
racing,poyga
brightest,eng yorqin
joel,joel
extremes,shiddatli
damascus,damashq
labored,mehnatsevar
peggy,peggy
exit,Chiqish
originality,o'ziga xoslik
humming,xitob
isolation,izolyatsiya
sometime,bir muncha vaqt
glee,gle
adult,kattalar
solace,rohatlamoq
biography,tarjimai holi
ff.,FF.
hardship,qiyinchilik
lied,yolg'on gapirmoq
donkey,eshak
trader,savdogar
rumour,mish-mish
amply,juda
confide,ishonmoq
favors,ne'matlar
perspective,istiqbolli
belgian,Belgiyalik
withstand,bardosh bermoq
robust,mustahkam
pro,pro
val,val
eats,ovqatlanish
snare,tuzoq
monthly,oylik
wines,vinolar
ignore,e'tibor bermaslik
envoy,elchi
flown,uchmoq
reverie,jonli
jehovah,Yahova
contrive,zid
chatter,chog 'qilmoq
judas,Yahudo
nourishment,ozuqa
reforms,Islohotlar
clatter,kotib
Adrian,Adrian
allude,ajratmoq
corrupted,buzilgan
thorn,tikan
junior,kichik
tony,tish
Calcutta,Kalkutta
re,qaytadan
Holt,Holt
psychological,psixologik
constancy,doimiylik
misunderstood,noto'g'ri tushunish
signals,signallar
drying,Quritish
harshly,qattiq
distressing,qayg'uli
novelist,roman
Cyril,Kiril
editors,Muharrirlar
intricate,murakkab
limestone,ohaktosh
forty-five,qirq besh
collision,to'qnashuv
pebbles,toshlar
Willie,Xom
knitting,to'qish
ordeal,sinov
foresee,oldindan aytib bermoq
peas,no'xat
repast,repastr
supplying,yetkazib berish
clan,klan
abject,o'jarlik
dart,dart
berth,boy
bridal,bridaon
indirect,bilvosita
unnoticed,sezilmagan
tint,risola
insults,haqorat qilmoq
precedent,oldingi
twisting,burama
bully,xasis
vacation,ta'til
ll,ll
canon,kanon
aisle,qator
click,bosmoq
inspiring,ilhomlantiradigan
oval,tuxumsimon
impracticable,amalga oshmaydigan
delirium,deliriy
cedar,sadr
contradict,zid
ingratitude,noshukrlik
soften,yumshatmoq
bewilderment,xijolat tortish
servitude,qullik
comely,xushomadgo'y
stump,dum
redeem,qaytarib olmoq
spun,yoyilmoq
elastic,elastik
poultry,parranda go'shti
horseman,otliq
dictionary,lug'at
prettiest,eng yaxshi
adoration,sajda qilish
Icel.,Makel.
wager,garov
involving,ishtirok etish
pathway,yo'l
Essex,Esix
wistful,hushyor
advent,kelish
gear,tishli
celebration,nishonlash
conceivable,iltifotli
drowning,cho'kish
faintest,eng xira
acquiring,egalik qilmoq
befell,befahm
good-looking,kelishgan
wares,Urushlar
rendezvous,rendezval
snug,skr
watery,suvli
accompaniment,hamrohlik
chaps,shapka
crawling,ekinzor
lumber,taxta
publishing,nashriyot
customer,xaridor
mediaeval,media
prints,Chop etish
lavish,saxiy
MD,Md
genesis,genezez
rug,gilam
analogous,o'xshash
eleventh,o'n birinchi
Noah,Na'om
galley,grey
partition,qism
blunder,urishmoq
Glasgow,Graflik
fanciful,xayoliy
ham,dudlangan cho'chqa go'shti
rainbow,kamalak
sentinel,sentinel
hereby,shu bilan
outlook,dunyoqarash
smitten,urilib qolgan
unmarried,turmushga chiqmagan
mice,sichqonlar
installed,o'rnatilgan
vivacity,jonlilik
marking,markalash
aesthetic,estetik
consume,iste'mol
resent,xafa
pose,pozitsiya
contentment,qoniqish
sterling,sratl
veneration,hurmat qilish
p.m.,P.M.
barking,po'stloq
bower,bir guruh
organism,organizm
unintelligible,yolg'on
emphatic,ashaddiy
occurring,sodir bo'ladigan
factors,omillar
guise,ish
editorial,tahririyat
impudence,qo'pollik
midday,yarim kun
corporal,korporativ
sg,sg
aright,ravshan
nigger,to'q qizil
lily,lily
noun,ot
scout,skaut
spit,tupurmoq
cursing,la'natlash
Friedrich,Fohidr
manifestly,ayanchli
Marco,Marco
battalion,batalon
heritage,meros
brotherhood,birodarlik
nun,rohiba
wad,jodu
folding,o'rash
discerned,tushunilgan
powerfully,kuchli
Mitchell,Mitchel
helpful,foydali
persist,turtmoq
Ellis,Elli
frigate,fregatsiya
spotted,dog '
atoms,atomlar
curves,chiziqlar
outlet,rozetka
erroneous,noto'g'ri
violated,buzilgan
withheld,ushlab qolmasdan
fairies,peri
inherit,meros qilib olmoq
sledge,chandiq
taller,uzun bo'yli
supervision,nazorat
butt,dum
handsomely,xushomadgo'y
tank,tank
velocity,tezlik
arctic,arktika
colleague,hamkasb
pins,pins
butcher,qassob
drowsy,uyqudagi
butterfly,kapalak
chart,sxema
twin,egizak
sunken,kiradigan
exasperated,g'azablangan
narrowly,tor
Collins,Kollins
insulting,haqoratli
Word,So'z
deficiency,kamchilik
operating,ishlamoq
overthrown,ag'darilgan
gallows,ko'k
diligent,tirishqoq
hindu,hindu
blunt,to'pt
omen,qaysar
bleak,xo'rlamoq
vehemently,qattiq
wretchedness,achinish
e'er,ever
ensure,ta'minlamoq
denotes,belgilamoq
sentenced,hukm qilingan
unfair,adolatsiz
encampment,lager
possessor,egasi
absorbing,yutish
descendant,avlod
sub,sub
drugs,dorilar
engineers,Muhandislar
independently,mustaqil ravishda
bucket,paqir
clerical,ruhoniy
ache,og'riq
glitter,yaltiramoq
ordinance,buyruq
bamboo,bambuk
Amsterdam,Amisterdam
vocation,kasb
admirer,admirer
limp,qiyalik
pallid,rostiq
mildly,yumshoq
organisation,tashkilot
Timothy,Timo'mon
dealer,diler
Yorkshire,Yorkshir
auspicious,xayrli
deuce,buzmoq
emblem,emblema
Gibson,Gibson
primarily,birinchi navbatda
reducing,kamaytirish
ritual,marosim
decorations,bezak
thigh,son
groaning,ingrash
scant,kam
fiscal,moliyaviy
mien,mien
charging,zaryadlash
cor,koni
railing,panjara
peers,tengdoshlar
inferred,taxmin qilingan
sanctity,muqaddaslik
accumulation,to'plash
cynical,beadab
inspector,tekshiruvchi
wardrobe,shkaf
Jesuit,Jezuli
texture,to'qima
adjustment,moslashish
epistle,maktub
adventurer,sarguzashtchi
priesthood,rostgo'ylik
seaman,dengizchi
turbulent,notinch
chant,cha
marsh,marsh
Palmer,Pimmer
unaware,bexabar
vase,vaza
ty,ty
initial,boshlang'ich
baths,vanna
weighty,og'ir
minimum,eng kam
correction,tuzatish
morsel,morsel
overlook,e'tiborsizlik
meagre,kambag'al
unanimous,bir ovozdan
magician,sehrgar
mystical,mistik
twenty-three,yigirma uch
inhabit,istiqomat qilmoq
shaggy,shaggy
unaccountable,hisobga olinmaydigan
nightmare,kabus
carbon,uglerod
coil,ziqna
lawless,qonunsiz
stairway,zinapoya
willingness,tayyorlik
sarcasm,kinoya
crisp,qisqich
jerk,jodu
tout,g'alayon
vocabulary,lug'at
stroll,sayr qilmoq
poorly,yomon
composing,tuzatmoq
parliamentary,parlament
controlling,boshqarish
fitness,fitness
thoughtless,o'ylamasdan
Soames,Sovitgich
temperance,tiniqlik
illumination,yoritish
translations,Tarjimalar
martyrdom,shahidlik
mellow,ayyor
nationality,millat
jam,murabbo
austere,sho'x
shoots,asirlar
casually,tasodifan
pensive,ziqna
flavour,lazzat
nets,to'rlar
dice,zar
satisfactorily,qoniqarli
shrunk,qisqichbaqa
administer,boshqarmoq
ante,ante
swine,cho'chqa
Baptist,Suvga cho'mdiruvchi
listener,tinglovchi
unimportant,ahamiyatsiz
genera,genera
contrivance,qarama-qarshilik
deplorable,ayyor
museum,muzey
benefactor,foyda oluvchi
tints,rostzlar
alphabet,alfavit
rout,yo'nalish
scatter,taranglamoq
Boer,Qaymoq
FTP,Ftp
Steve,Sitam
extant,uzoq
Bohemia,Bochki
misunderstanding,noto'g'ri tushunish
universities,Universitetlar
dexterity,xomlik
rag,latta
inseparable,ajralmas
punch,shag'al
brazen,brazen
economical,tejamkor
pernicious,zararli
Craig,Kran
mythology,mifologiya
drained,drenajlangan
bolted,yopishtirilgan
Abel,Huzurlamoq
stride,qadam tashlamoq
circumference,aylanma
meddle,aralashma
axis,o'q
gum,so'ymoq
las,po'st
kinder,kalinder
closes,yopiladi
ferocity,xastalik
giddy,didli
secluded,yashirin
resisting,qarshilik ko'rsatadigan
satisfying,qoniqarli
reliable,ishonchli
disgusting,jirkanch
thirty-six,o'ttiz olti
ethical,axloqiy
Raleigh,Ralig
crouching,egiluvchan
lash,urmoq
recital,qabul qilish
Buddhist,Buddist
collapse,qulash
unsatisfactory,qoniqarsiz
lore,yalang'och
varies,farq qiladi
mainland,materik
Scot,Sazov
repute,xolis
cushion,yostiq
confound,chalg'itmoq
scrub,skrab chiqmoq
myth,afsona
flights,Reyslar
oats,suli
layers,qatlam
ownership,egalik
cape,kapalak
glimmer,miltillovchi
scare,qo'rqitmoq
waked,uyg'ongan
Bengal,Bengaal
scrupulous,serjahl
equals,teng
redress,tuzatmoq
brake,tormoz
nut,yong'oq
stability,barqarorlik
crafty,hiyla
kirk,kirk
bough,butoq
momentous,juda katta
albeit,ishonmoq
enlarge,kattalashtirmoq
hardness,qattiqlik
civilised,madaniyatli
dotted,nuqtasimon
defiant,dag'al
timidity,tushkunlik
solar,quyosh
heartless,yuraksiz
Thomson,Tomson
mat,mat
shun,qochmoq
raid,reyd
disclose,oshkor qilmoq
suppression,bostirish
puff,puff
juncture,shuhrat
beak,tumshuq
unjustly,nohaq
foresaw,oldindan o'ylab qo'yilgan
rot,chirimoq
aggressive,tajovuzkor
predicted,bashorat qilingan
Quaker,Kvaker
grate,panjara
lease,ijaraga berish
ponderous,juda yaxshi
maketh,tuzatmoq
repaid,qaytarmoq
charcoal,ko'mir
chilly,sovuq
arrogance,takabburlik
friction,ishqalanish
participation,ishtirok etish
pier,pier
stale,eskirgan
intoxicated,mast
commissioned,foydalanishga topshirilgan
ratio,nisbat
121,121
comb,taroq
masterpiece,shoh asar
wholesale,ulgurji savdo
embraces,quchoqlamoq
trodden,traoden
Ephraim,Epshrayim
Shaw,Shayton
translate,tarjima qilmoq
mortar,ohak
recreation,dam olish
rite,marosim
truthful,rostgo'y
cavalier,otliq
caress,qayishqoqlik qilmoq
si,si
curling,jingalak
rivalry,raqib
whim,injiqlik
abreast,qisman
Thebes,Thebes
Faust,Fayu
peg,qoziq
Wilhelm,Jodu
pestilence,o'lat
ceremonial,tantanali
receiver,qabul qilgich
sample,namuna
distinctive,o'ziga xos
consummate,munosib
matron,matron
claiming,da'vo
plural,ko'plik
initiative,tashabbus
inexhaustible,bitmas-sekin
a.m.,A.M.
spider,o'rgimchak
reed,qamish
streak,chizma
blocked,to'silgan
Titus,Titrash
smashed,qaysar
populous,gavjum
baronet,baronet
commodore,birlashmoq
jelly,jele
advocates,himoyachi
Dinah,Dinam
salutation,salom
mutiny,g'ashlik
chronicles,yilnoma
comforting,tasalli beradigan
serviceable,xizmat qiladigan
parchment,pergament
playful,o'ynoqi
potato,kartoshka
transient,o'tkinchi
administrative,ma'muriy
anarchy,anarxiya
barber,sartarosh
revision,qayta ko'rib chiqish
operated,boshqariladigan
farce,faryod
germ,mikrob
profile,profil
provides,ta'minlaydi
noting,notavon
disordered,tartibsiz
menacing,qo'rqish
heightened,ko'tarilgan
finance,Moliya
averse,yoqimsiz
azure,aza
bathe,cho'milish
campaigns,Aksiyalar
lessen,kamaymoq
slate,shifer
acquaint,tanishmoq
gin,jin
humiliating,kamsituvchi
cleft,yoriq
conveyance,konvertatsiya
chivalrous,iltifotli
capricious,injiq
tribune,tribuna
pilgrim,ziyoratchi
entreaty,iltijo
womanly,ayyor
paltry,juda ko'p
sporting,sport
maker,ishlab chiqaruvchi
digestion,ovqat hazm qilish
Bart,Barmoq
infamy,infammi
lambs,qo'zilar
gaping,bo'shashish
periodical,davriy
standpoint,nuqtai nazar
amorous,iltifotli
tub,vanna
luxuriant,hashamatli
basic,Asosiy
mutually,o'zaro
Chris,Kres
greed,ochko'z
premature,erta
extinction,yo'q bo'lib ketishi
boiler,qozonxona
intimation,urishmaslik
scandalous,shiddatli
separating,ajratish
oratory,hadya
banish,quvmoq
electrical,elektr
herb,o't
multiply,ko'paytirmoq
prosper,gullab-yashnamoq
friar,fric
nightly,tungi
ole,yumaloq
monkeys,maymunlar
interminable,cheksiz
enjoys,zavq
similarity,o'xshashlik
riddle,topishmoq
cleaning,tozalash
subscription,obuna
copious,juda ko'p
exclaim,buzmoq
forged,soxta
voting,ovoz berish
scourge,xalaqit bermoq
darkly,qorong'i
privacy,maxfiylik
arena,arena
bearded,soqolli
Vera,Vera
alacrity,alamlik
sensual,sezgir
spin,aylanmoq
neutrality,betaraflik
flannel,flanel
fasting,ro'za tutish
trailer,treyler
avert,oldini olmoq
trustworthy,ishonchli
Jamaica,Yamayka
unchanged,o'zgarmagan
traveler,sayohatchi
unfamiliar,notanish
puffed,g'altak
mirrors,oyna
Phoebe,Fibcha
father-in-law,qaynota
conform,muvofiq
particle,zarracha
railways,Temir yo'llar
stupendous,ahmoq
paddle,pand
innate,tug'ma
reformation,islohot
volley,volley
statistics,statistika
agrees,rozi
simpler,soddadil
padre,padre
congratulations,Tabriklaymiz
lids,qopqoq
muse,iltifot
inhabitant,istiqomat qiluvchi
Ishmael,Ismael
rustle,rashka
clump,chang
calendar,taqvim
flute,nay
inaccessible,kirish qiyin
yore,yalang'och
jay,jiymo
repulsive,jirkanch
fray,yirtqich
Po,Po
nomination,nomzod
conclusive,yakunlovchi
peaceable,tinchliksevar
Beth,Bet
inconceivable,aqlga sig'maydigan
e'en,e'en
emerald,zumrad
lava,lava
trillion,trillion
uppermost,eng yuqori
arduous,mashaqqatli
lyric,lirik
downright,aniq
reproduction,ko'paytirish
foresight,bashorat
consistency,izchillik
ape,maymun
senators,Senatorlar
pallor,talilak
span,qormoq
salad,salat
snuff,snuff
drooped,tarqalgan
greetings,Salomlar
chestnut,kashtan
inquisitive,qiziquvchan
vicar,vissar
Noel,Nohaq
attic,boloxona
savings,tejash
affirmative,tasdiqlovchi
ills,yomon
applications,Arizalar
t,t
dye,bo'yoq
Gloucester,Glukester
nominal,nominal
demonstrate,namoyish qilmoq
dispense,tarqatmoq
dissatisfaction,norozilik
merciless,shafqatsiz
trusty,ishonchli
coloring,bo'yash
perusal,jazolash
plaintive,aft
discarded,tashlandiq
precarious,xavfli
infection,infektsiya
ruinous,vayron qilingan
bolts,murvat
arithmetic,arifmetik
considerate,e'tiborli
lark,qarmoq
ethics,etika
conventions,konventsiyalar
stumbling,qoqintiradigan
pitcher,kovak
slips,sirpanchiq
Seine,Ko'rkam
officially,rasmiy ravishda
Danube,Dunube
annoy,g'azablantirmoq
glide,sirpanish
impunity,jazosizlik
amends,tuzatmoq
sol,sol
conveying,yetkazib berish
abandonment,tashlab ketish
mane,shayton
tinge,pirog
brim,yeb
forenoon,oldingi
seventy-five,yetmish besh
sparkle,uchqun
syllables,bo'g'inlar
shrug,yelka qisish
enchantment,sehr
Franz,Franz
trait,xislat
bribe,pora
composer,bastakor
preparatory,tayyorgarlik
audacious,jasoratli
outskirts,chekka
soiled,ifloslangan
fiddle,skripka
football,futbol
Isaiah,Ishayo
partnership,sheriklik
continuation,davom ettirish
pioneer,kashshof
vest,yeldek
bass,bas
derby,derbi
quarry,karer
rigging,shodlik
dizzy,Bosh aylanishi
abnormal,g'ayritabiiy
omission,xato
idolatry,butparastlik
sequence,ketma-ketlik
squeeze,siqmoq
cabbage,karam
canopy,ziqna
athletic,atletikachi
Shirley,Shirildoq
drunkenness,mastlik
intrusion,bostirib kirish
cause,sabab
assign,tayinlamoq
tackle,zanjirlamoq
dreamt,orzu qilingan
sceptre,dog '
exacting,talabchan
parched,fitna
eddy,shayton
percentage,foiz
twinkle,yaltiramoq
curb,yo'lak
sandstone,qumtosh
invaluable,bebaho
fathom,fathom
preferable,afzal
Adelaide,Adelaida
advertising,reklama
scraps,parcha
lever,lever
muster,to'plamoq
cavity,bo'shliq
barbarian,vahshiy
sleepless,uyqusiz
fried,qovurdoq
abstraction,mavhum
forefinger,barmoq
spade,belkurak
erection,erektsiya
scorned,nafratlangan
pail,po'stloq
withdrawal,olib chiqish
senator,senator
mortgage,ipoteka
ancestral,ajdod
succour,yordam bermoq
ma,mayin
forbearance,sabotlilik
repress,qatag'on qilmoq
spouse,turmush o'rtog'i
valid,yaroqli
witchcraft,jodugarlik
workmanship,mahorat
legacy,meros
proximity,yaqinlik
Bombay,Bo'g'iz
Paula,Paula
incorporated,qo'shilgan
muzzle,og'iz
Reuben,Reublanmoq
clusters,klasterlar
valve,klapan
compelling,majbur qilmoq
dissipated,tarqalgan
flickering,siltash
guinea,gvineya
sup,sup
tarry,targ'a
derision,masxara qilish
vehicles,transport vositalari
accommodate,joylashtirmoq
glossy,yaltiroq
iris,iris
relic,rul
ant,chumoli
heath,o'rmon
bug,xato
vocal,vokal
downfall,pasayish
construct,qurmoq
undue,asossiz
vapor,bug '
bat,urmoq
whimsical,g'alati
contradictory,qarama-qarshi
unlocked,qulfdan chiqarilmagan
foretold,bashorat qilingan
automatic,avtomatik
explicit,aniq
indolent,beadab
mates,o'rtoq
artful,ajoyib
downcast,tushirish
well-being,farovonlik
Winston,Changak
ordinances,qoida
Catharine,Katarin
effectively,samarali
missions,Missiyalar
stalk,urishmoq
indistinct,noaniq
pregnant,homilador
reddish,qizg'ish
coveted,ko'zda tutilgan
fret,muzlamoq
peeping,po'stlamoq
buck,paqir
sumptuous,xasis
indefinitely,noma'lum
reliance,ishonch
Panama,Panama
cocked,xo'roz
dad,dada
everyday,har kuni
intoxication,mastlik
aghast,jirkanch
subterranean,yer ostidagi
turmoil,notinch
forfeit,dan kechirish
chasm,chasm
inspect,tekshirmoq
perverse,buzmoq
precipitate,cho'kindi
Dover,Dovon
ambush,pistirma
evermore,har doim
Mass.,Massa.
blot,dog '
nook,g'alla
verdure,ko'katlar
parapet,paropet
Jake,Jeyk
cessation,to'xtatish
ankle,to'piq
classification,tasniflash
fervently,samimiy
oddly,g'alati
haul,sudramoq
Saxony,Kakona
embarrassing,xijolatli
hairy,tukli
northwest,shimoli g'arbiy
disabled,nogiron
laurel,lora
Preston,Preston
arrogant,dimog'dor
hurts,og'riymoq
demonstrations,Namoyishlar
splash,chayqalmoq
curl,jingalak
livelihood,tirikchilik
wary,ehtiyot
scattering,tarbiyasiz
brace,qavs
converts,o'zgartirmoq
detestable,jirkanch
143,143
abandoning,tashlab ketish
Somerset,Sopol
weakly,kuchsiz
clothe,kiyim
gem,marjon
tremor,titroq
surveying,tadqiq qilish
variable,o'zgaruvchan
anniversary,yubiley
thirty-two,o'ttiz ikki
wrap,o'ramoq
curly,jingalak
diversity,xilma-xillik
prestige,nufuz
desertion,qunt
freezing,muzlash
heedless,beparvo
sentry,soqchi
believer,mo'min
ram,Ram
rowing,eshkak eshish
negligence,beparvolik
self-,o'zini
sulphur,oltingugurt
discrimination,kamsitish
cooling,sovutish
millionaire,millioner
flowering,gullash
meridian,meridian
wins,g'alaba qozonadi
awed,xasis
beastly,hayvon
nuisance,nojo'ya
abstain,o'zini tiymoq
continental,qit'a
stanza,stanza
target,maqsad
unwonted,odatsiz
whit,kichkina
Jason,Jason
stall,do'kon
sham,sham
dictate,aytib qo'ymoq
empress,imperator
gout,gut
jobs,ish
manure,go'ng
Nigel,To'q qizil
sidewalk,yo'lak
sate,to'ymoq
grievance,xafalik
axes,o'q
bony,dum
invest,investitsiya qilmoq
Birmingham,Bir kursingham
ebb,qaymoq
rabble,boshlang'ich
restlessness,bezovtalik
cruise,kruiz
rally,mitgi
rumor,mish-mish
hysterical,hasratli
girlish,qizg'ish
actively,faol
shortest,qisqa
Marseilles,Marsey
cheque,tekshirmoq
disregarded,e'tiborsiz
retort,qaytarmoq
rocking,tebranish
emerge,paydo bo'lmoq
perch,perch
flask,plaka
KA,Ka
countryman,vatandosh
lonesome,yolg'iz
manned,boshqariladigan
unarmed,qurolsiz
wast,isrof
frog,qurbaqa
twenty-eight,yigirma sakkiz
unscrupulous,vijdonsiz
yarn,kalava ip
victuals,Oziq-ovqatlar
outrageous,g'azablantirmoq
appropriation,ajratish
foolishness,ahmoqlik
quickness,tezlik
adversity,qabihlik
Parma,Parma
diseased,kasal
Iliad,Ilon
salutary,so'ka
smelt,eritma
territorial,hududiy
hurricane,bo'ron
irons,dazmollar
canyon,kanyon
Jeremiah,Eremiyo
Brooklyn,Irmoq
indulging,beadab
vapour,bug '
disobedience,itoatsizlik
atrocious,shiddatli
leaps,sakrash
tapestry,gobelen
provocation,provvatsiya
twenty-six,yigirma olti
impotent,kuchsiz
smite,urmoq
acquitted,oqlangan
OS,Os
tumultuous,badbo'y
barge,barj
palpable,sezish mumkin bo'lgan
apprentice,shogird
lances,Lands
compartment,bo'linma
godly,xudojo'y
sarcastic,kinoyali
therefrom,u yerdan
specifically,ayniqsa
uniformity,bir xillik
emerging,paydo bo'lishi
atonement,yuvish
whereabouts,qaerda
Davy,Devi
framework,ramka
sponge,shimgich
mountainous,tog'li
annoying,zerikarli
cot,kovak
squirrel,sincap
wand,tayoq
grind,maydalamoq
bang,portlamoq
unreal,haqiqiy emas
blacksmith,temirchi
injunction,buyruq
scarcity,tanqislik
withhold,ushlab qolmoq
outright,ochiq
Bavaria,Shilimshiq
cement,tsement
growl,irillamoq
aggregate,agregat
fraction,kasr
exaltation,ko'tarilish
inexorable,xijolatli
jug,ko'zi
purer,poker
sap,dasta
illegal,noqonuniy
sister-in-law,qayni singil
presses,bosqash
stealthily,bemalol
dissolve,eritmoq
volcano,vulqon
Hungarian,Venger
equilibrium,muvozanat
obstinately,qayna
sullenly,shubhasiz
assassination,suiqasd
commissions,komissiyalar
respectability,hurmat
bases,asoslar
Maxwell,Mixvell
resounded,yanglishadigan
closest,eng yaqin
embroidery,kashtado'zlik
gunpowder,o'q otish
reproof,tanbeh
Yale,Yalqov
combining,birlashtirmoq
weaving,to'qish
earnings,daromad
Hamburg,Gamburg
indoors,yopiq
manufacturers,Ishlab chiqaruvchilar
pitiless,shafqatsiz
scarf,sharf
picnic,piknik
misled,adashtirmoq
pompous,sho'x
Brian,Brian
respite,muhtaram
exploit,ekspluatatsiya
tracing,izlamoq
geological,geologik
passport,pasport
confines,cheklangan
dishonour,haqorat qilmoq
executioner,jallod
township,shaharcha
vacancy,bo'sh ish joyi
acquiescence,tanishish
Cornwall,Burchakli
crumbling,ezma
three-quarters,to'rtdan uch qismi
exploration,tadqiq qilish
needy,muhtoj
stationary,statsionar
disconcerted,xijolat tortgan
wanderer,jodugar
beaver,qunduz
lookout,hushyor bo'ling
onion,piyoz
depicted,tasvirlangan
boisterous,baqirmoq
couples,er-xotinlar
speakers,ma'ruzachilar
woollen,jun
lightness,engillik
bitten,tishlagan
aux,g'ov
toleration,bardosh
Lucia,Lucia
scar,chandiq
bohemian,bostem
vested,jonli
affinity,qarindoshlik
Carlo,Karlo
sous,ayanchli
penitent,jazosiz
Simpson,Simpson
abiding,bo'ysundirmoq
CA,Qaysar
immoral,axloqsiz
dishonest,vijdonsiz
yawning,yalang'och
mustache,mo'ylov
supplement,qo'shimcha
whirlwind,bo'ron
clash,to'qnashuv
Terence,Tebranish
lamentable,mo''tabar
Bennett,Benazar
farthing,farting
speck,cho'p
biscuit,pechene
appellation,apellyatsiya
GDP,Yalpi ichki mahsulot
reserves,Zahiralar
uncouth,qo'pol
birch,qayin
armchair,kreslo
Judy,Sudya
greasy,yog'li
leaden,qo'rg'oshin
dough,xamir
lining,libos
cleverness,aql-idrok
ascetic,zakiyot
clutch,changal
Krishna,Krishna
embark,boshlamoq
quotations,kotirovkalar
friendliness,do'stlik
liberally,liberal
trance,sahna
untrue,yolg'on
rejection,rad etish
grating,panjara
Hanover,Hanta
inexperienced,tajribasiz
mon,saralamoq
wintry,oq
stalwart,scham
meats,go'shtlar
stamping,shtamplash
variance,o'ziga xoslik
apiece,bo'lak
firmament,gumbaz
absorption,so'rib olish
apprehensive,qo'rqinchli
terminate,tugatmoq
wilful,irodali
conveniently,qulay tarzda
n',n '
cleanliness,tozalik
collective,jamoa
Angela,Anglika
filth,iflos
Philippines,Filippin
timely,o'z vaqtida
herein,shu yerda
ignoble,jirkanch
canton,kantton
lamentations,mardlik
Moslem,Yirtqich kishi
ware,omborxona
adjective,sifatdosh
glen,yalqov
invade,bostirib kirmoq
livid,yaqqol
buggy,buggi
prolong,uzaytirmoq
weaken,zaiflashmoq
folio,folio
dismissal,ishdan bo'shatish
quay,so'lmoq
enchanting,jozibador
heave,ko'tarmoq
purified,poklangan
Syrian,Suriyalik
significantly,sezilarli darajada
experimental,eksperimental
film,film
repressed,qatag'on qilingan
cooperation,hamkorlik
sequel,ikkinchi darajali
wench,xandaq
calves,buzoqlar
